Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
97,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,.305,0.9,3.1,.287,0.3,0.7,.391,.424,0.2,0.3,.800,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1.0,3.4
97,Gary Clark\clarkga01,SF,26,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
98,Brandon Clarke\clarkbr01,PF,24,MEM,44,16,25.4,4.8,9.2,.517,0.4,1.4,.306,4.3,7.8,.556,.541,1.4,2.1,.667,1.6,4.0,5.6,1.7,1.0,0.8,0.6,1.5,11.3
99,Jordan Clarkson\clarkjo01,SG,28,UTA,51,0,25.4,6.2,14.8,.422,3.0,8.6,.349,3.2,6.1,.524,.524,1.7,1.7,.955,0.8,3.2,3.9,2.2,0.9,0.2,1.7,1.5,17.2
100,Nicolas Claxton\claxtni01,C,21,BRK,22,1,17.9,3.0,5.1,.593,0.0,0.2,.250,3.0,5.0,.606,.597,1.0,2.0,.500,1.4,3.4,4.8,1.0,0.6,1.3,0.5,2.0,7.1
101,Amir Coffey\coffeam01,SG,23,LAC,37,0,7.5,1.0,2.0,.480,0.5,1.2,.444,0.4,0.8,.533,.613,0.3,0.5,.579,0.2,0.6,0.8,0.4,0.2,0.0,0.3,0.4,2.8
102,John Collins\collijo01,PF,23,ATL,47,47,30.3,7.1,13.0,.545,1.3,3.4,.380,5.8,9.6,.603,.594,2.7,3.3,.838,2.1,5.7,7.8,1.4,0.5,1.0,1.2,3.2,18.2
103,Mike Conley\conlemi01,PG,33,UTA,44,44,29.8,5.7,12.7,.451,2.8,6.7,.416,2.9,5.9,.490,.561,2.3,2.7,.857,0.8,2.7,3.4,5.6,1.3,0.2,1.9,2.0,16.5
104,Pat Connaughton\connapa01,SG,28,MIL,50,3,23.0,2.4,5.4,.445,1.4,3.6,.387,1.0,1.8,.560,.574,0.5,0.7,.735,1.0,3.8,4.8,1.3,0.7,0.4,0.5,1.5,6.7
105,Quinn Cook\cookqu01,PG,27,TOT,23,0,6.8,1.3,3.0,.426,0.5,1.1,.423,0.8,1.8,.429,.507,0.3,0.3,.875,0.1,0.7,0.7,0.8,0.2,0.0,0.3,0.4,3.3
105,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,.462,0.3,0.8,.385,0.4,0.8,.538,.558,0.3,0.3,.800,0.0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
105,Quinn Cook\cookqu01,PG,27,CLE,7,0,13.6,2.4,6.0,.405,0.9,1.9,.462,1.6,4.1,.379,.476,0.4,0.4,1.000,0.3,1.4,1.7,1.9,0.4,0.0,0.6,1.1,6.1
106,Tyler Cook\cookty01,SF-PF,23,TOT,16,0,10.3,1.3,2.1,.606,0.0,0.0,,1.3,2.1,.606,.606,0.4,0.8,.500,0.7,1.4,2.1,0.5,0.3,0.0,0.6,1.1,2.9
106,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5
106,Tyler Cook\cookty01,SF,23,DET,12,0,12.3,1.6,2.5,.633,0.0,0.0,,1.6,2.5,.633,.633,0.5,1.0,.500,0.8,1.8,2.6,0.5,0.3,0.0,0.7,1.3,3.7
107,DeMarcus Cousins\couside01,C,30,TOT,27,11,19.2,3.1,8.0,.384,1.5,4.3,.342,1.6,3.7,.434,.477,1.7,2.3,.714,1.2,6.1,7.3,2.3,0.8,0.7,1.6,2.9,9.3
107,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6
107,DeMarcus Cousins\couside01,C,30,LAC,2,0,6.5,2.0,3.0,.667,0.5,0.5,1.000,1.5,2.5,.600,.750,0.5,2.0,.250,1.0,2.0,3.0,1.0,0.5,0.0,2.0,2.0,5.0
108,Robert Covington\covinro01,PF,30,POR,52,52,32.2,3.2,7.6,.413,2.1,5.4,.384,1.1,2.3,.483,.548,0.7,0.9,.809,0.8,5.8,6.6,1.7,1.6,1.3,1.1,2.8,9.1
109,Torrey Craig\craigto01,SF,30,TOT,32,0,13.3,1.7,3.5,.477,0.6,1.6,.392,1.0,1.9,.550,.568,0.2,0.3,.600,0.8,2.3,3.2,0.9,0.6,0.4,0.4,1.5,4.1
109,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
109,Torrey Craig\craigto01,SF,30,PHO,14,0,15.9,2.5,4.6,.538,0.9,2.1,.414,1.6,2.6,.639,.631,0.4,0.6,.625,1.0,3.1,4.1,0.9,0.8,0.4,0.5,1.7,6.2
110,Jae Crowder\crowdja01,PF,30,PHO,51,36,27.8,3.4,8.2,.410,2.5,6.3,.389,0.9,1.9,.475,.558,1.0,1.3,.785,0.5,4.4,4.9,2.1,0.8,0.4,0.9,1.9,10.2
111,Jarrett Culver\culveja01,SG,21,MIN,32,7,15.3,2.1,5.2,.412,0.4,1.6,.255,1.7,3.6,.482,.452,0.9,1.5,.604,1.1,2.2,3.3,0.7,0.5,0.3,0.9,1.8,5.6
112,Seth Curry\curryse01,SG,30,PHI,43,43,29.0,4.4,9.9,.446,2.0,4.8,.411,2.4,5.1,.479,.546,1.4,1.5,.894,0.2,2.0,2.1,2.9,0.8,0.2,1.3,1.7,12.2
113,Stephen Curry\curryst01,PG,32,GSW,46,46,34.0,10.0,20.6,.485,4.9,11.7,.416,5.1,8.9,.576,.604,5.6,6.0,.924,0.5,5.0,5.5,5.9,1.3,0.1,3.2,1.8,30.4
114,Nate Darling\darlina01,SG,22,CHO,6,0,4.0,0.3,1.2,.286,0.3,1.2,.286,0.0,0.0,,.429,0.5,0.5,1.000,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,1.5
115,Anthony Davis\davisan02,PF,27,LAL,23,23,32.8,8.9,16.7,.533,0.7,2.5,.293,8.1,14.1,.575,.555,4.0,5.7,.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5
116,Ed Davis\davised01,C,31,MIN,20,7,13.8,0.9,2.2,.419,0.0,0.0,,0.9,2.2,.419,.419,0.5,0.5,.900,2.3,3.1,5.4,1.0,0.6,0.6,0.3,2.5,2.3
117,Terence Davis\daviste02,SG,23,TOT,43,4,15.3,2.6,6.4,.404,1.3,3.9,.345,1.3,2.5,.495,.509,0.5,0.6,.815,0.3,1.7,2.0,1.1,0.6,0.2,0.9,1.4,7.1
117,Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,.414,1.3,3.6,.361,1.3,2.6,.489,.519,0.5,0.5,.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
117,Terence Davis\daviste02,SG,23,SAC,9,0,18.6,2.8,7.4,.373,1.6,5.1,.304,1.2,2.3,.524,.478,0.7,1.0,.667,0.3,2.0,2.3,1.2,0.9,0.3,1.1,1.4,7.8
118,Matthew Dellavedova\dellama01,PG,30,CLE,6,1,20.2,1.3,5.3,.250,0.3,2.3,.143,1.0,3.0,.333,.281,0.3,0.3,1.000,0.8,1.7,2.5,5.3,0.3,0.0,0.7,1.3,3.3
119,DeMar DeRozan\derozde01,PF,31,SAS,45,45,33.8,7.3,14.7,.496,0.4,1.4,.286,6.9,13.3,.518,.510,6.1,7.0,.882,0.7,3.6,4.3,7.1,0.9,0.2,1.9,2.0,21.2
120,Mamadi Diakite\diakima01,PF,24,MIL,9,0,9.4,1.1,2.7,.417,0.1,0.7,.167,1.0,2.0,.500,.438,0.7,0.7,1.000,0.7,2.0,2.7,0.6,0.2,0.4,0.2,1.0,3.0
121,Hamidou Diallo\diallha01,SG-SF,22,TOT,41,5,23.2,4.3,8.9,.486,0.5,1.4,.339,3.9,7.6,.513,.512,2.5,3.8,.654,1.1,3.9,5.0,2.2,0.9,0.4,1.5,2.5,11.6
121,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9
121,Hamidou Diallo\diallha01,SF,22,DET,9,0,21.1,3.9,7.7,.507,0.8,1.7,.467,3.1,6.0,.519,.558,2.1,2.7,.792,1.1,3.3,4.4,1.3,0.7,0.6,1.2,2.3,10.7
122,Gorgui Dieng\dienggo01,C,31,TOT,25,1,15.8,2.3,4.6,.504,1.0,2.1,.462,1.4,2.5,.540,.609,1.7,2.0,.857,1.1,2.9,4.0,1.2,0.8,0.6,1.0,1.7,7.3
122,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9
122,Gorgui Dieng\dienggo01,C,31,SAS,3,0,8.0,0.7,2.3,.286,0.3,1.3,.250,0.3,1.0,.333,.357,1.3,2.0,.667,0.0,0.7,0.7,0.0,0.7,0.0,0.7,1.7,3.0
123,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
124,Donte DiVincenzo\divindo01,SG,24,MIL,51,51,27.5,3.9,9.5,.417,2.0,5.3,.384,1.9,4.2,.458,.524,0.8,1.1,.722,1.2,4.4,5.6,3.1,1.2,0.2,1.4,1.6,10.7
125,Luka Dončić\doncilu01,PG,21,DAL,48,48,35.0,10.2,20.9,.486,3.0,8.1,.366,7.2,12.8,.562,.557,5.3,7.1,.739,0.8,7.2,8.0,8.6,1.0,0.6,4.3,2.2,28.6
126,Luguentz Dort\dortlu01,SG,21,OKC,43,43,29.5,4.6,11.7,.396,2.1,6.0,.342,2.6,5.6,.455,.485,2.0,2.7,.733,0.7,2.9,3.6,1.6,0.9,0.4,1.5,2.5,13.3
127,Damyean Dotson\dotsoda01,SG,26,CLE,35,6,18.8,2.5,6.3,.394,0.9,3.3,.278,1.6,3.0,.519,.466,0.6,0.9,.688,0.1,1.9,2.0,2.1,0.4,0.1,0.8,0.9,6.5
128,Devon Dotson\dotsode01,PG,21,CHI,3,0,5.0,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.3,1.3
129,Sekou Doumbouya\doumbse01,PF,20,DET,45,2,13.1,1.4,4.2,.346,0.4,1.8,.241,1.0,2.3,.429,.399,0.6,0.8,.778,0.5,1.6,2.1,0.6,0.4,0.1,0.7,1.6,4.0
130,PJ Dozier\doziepj01,SG,24,DEN,39,0,19.9,2.5,6.1,.415,0.8,2.5,.340,1.7,3.6,.468,.485,0.9,1.5,.614,0.7,2.9,3.6,1.6,0.6,0.4,0.8,1.8,6.8
131,Goran Dragić\dragigo01,PG,34,MIA,35,10,26.6,4.7,10.8,.432,1.5,4.7,.331,3.1,6.1,.509,.504,2.1,2.6,.824,0.3,3.0,3.4,4.5,0.6,0.2,2.6,2.3,13.0
132,Andre Drummond\drumman01,C,27,TOT,30,30,27.8,6.6,14.0,.471,0.0,0.3,.000,6.6,13.7,.481,.471,2.9,4.8,.600,3.8,9.0,12.8,2.3,1.6,1.1,3.2,3.0,16.1
132,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
132,Andre Drummond\drumman01,C,27,LAL,5,5,22.6,3.6,8.0,.450,0.0,0.0,,3.6,8.0,.450,.450,2.0,3.2,.625,2.6,6.6,9.2,1.2,1.4,0.6,3.0,4.0,9.2
133,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
134,Kevin Durant\duranke01,PF,32,BRK,22,20,34.0,9.6,18.0,.535,2.5,5.7,.448,7.1,12.3,.576,.606,6.4,7.3,.876,0.4,6.7,7.1,5.2,0.6,1.3,3.9,2.0,28.2
135,Anthony Edwards\edwaran01,SG,19,MIN,55,38,31.4,6.6,16.5,.398,2.1,6.8,.312,4.5,9.7,.459,.463,2.7,3.5,.791,0.9,3.6,4.5,2.6,1.1,0.4,2.1,1.7,18.0
136,Carsen Edwards\edwarca01,SG,22,BOS,22,1,8.9,1.7,3.7,.463,0.6,2.0,.302,1.1,1.8,.641,.543,0.3,0.4,.778,0.1,0.8,0.9,0.5,0.2,0.0,0.1,1.0,4.4
137,CJ Elleby\ellebcj01,SF,20,POR,21,0,7.3,0.9,2.3,.388,0.3,1.3,.222,0.6,1.0,.591,.449,0.3,0.5,.636,0.4,0.7,1.0,0.2,0.3,0.1,0.1,1.0,2.4
138,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
139,Wayne Ellington\ellinwa01,SG,33,DET,39,29,22.2,3.4,7.5,.447,2.6,6.1,.424,0.8,1.5,.544,.618,0.7,0.8,.788,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.4,9.9
140,Joel Embiid\embiijo01,C,26,PHI,36,36,32.1,9.3,17.8,.520,1.1,3.0,.383,8.1,14.8,.547,.551,9.9,11.6,.852,2.1,8.9,11.0,3.1,1.1,1.5,3.1,2.5,29.6
141,James Ennis\ennisja01,SF,30,ORL,37,33,24.0,2.8,5.9,.472,1.0,2.5,.418,1.8,3.4,.512,.560,1.7,2.1,.816,1.1,2.9,4.1,1.5,0.8,0.2,0.9,2.1,8.3
142,Drew Eubanks\eubandr01,C,23,SAS,34,0,13.0,1.8,3.5,.517,0.0,0.0,1.000,1.8,3.4,.513,.521,1.1,1.6,.709,0.9,2.8,3.7,0.8,0.2,1.0,0.8,1.4,4.8
143,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
144,Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,.750,0.0,0.0,,1.2,1.6,.750,.750,0.3,0.9,.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
145,Derrick Favors\favorde01,C,29,UTA,53,0,15.5,2.3,3.8,.623,0.0,0.0,.000,2.3,3.7,.626,.623,1.0,1.4,.740,2.1,3.4,5.5,0.8,0.5,1.0,0.6,2.2,5.7
146,Cristiano Felício\feliccr01,C,28,CHI,10,0,4.5,0.3,0.4,.750,0.0,0.0,,0.3,0.4,.750,.750,0.6,1.0,.600,0.6,0.7,1.3,0.5,0.2,0.0,0.3,0.3,1.2
147,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2
148,Bruno Fernando\fernabr01,C,22,ATL,26,0,6.8,0.5,1.1,.429,0.0,0.1,.000,0.5,1.0,.462,.429,0.5,0.7,.667,0.5,2.0,2.5,0.3,0.1,0.1,0.7,0.8,1.4
149,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20.0,4.0,10.5,.381,1.5,4.5,.333,2.5,6.0,.417,.452,0.0,1.0,.000,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
150,Dorian Finney-Smith\finnedo01,PF,27,DAL,42,42,32.0,3.3,7.5,.438,1.8,4.9,.362,1.5,2.6,.582,.557,0.6,0.7,.800,1.7,3.9,5.6,1.6,0.9,0.5,0.6,2.5,9.0
151,Malik Fitts\fittsma01,PF,23,LAC,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
152,Malachi Flynn\flynnma01,PG,22,TOR,30,3,15.7,1.9,5.4,.360,0.8,2.6,.304,1.1,2.7,.415,.435,0.4,0.6,.706,0.1,1.7,1.8,2.3,0.7,0.2,0.8,1.1,5.1
153,Bryn Forbes\forbebr01,SG,27,MIL,52,7,19.1,3.4,7.4,.453,2.1,4.8,.449,1.2,2.7,.460,.597,0.6,0.8,.750,0.2,1.2,1.3,0.6,0.3,0.0,0.6,1.1,9.4
154,Trent Forrest\forretr01,PG,22,UTA,15,0,5.8,0.5,1.1,.438,0.0,0.2,.000,0.5,0.9,.538,.438,0.1,0.1,1.000,0.0,0.5,0.5,1.2,0.3,0.1,0.5,0.3,1.1
155,Evan Fournier\fournev01,SF-SG,28,TOT,30,26,30.1,6.2,13.6,.457,2.8,7.0,.398,3.4,6.5,.520,.560,3.4,4.2,.795,0.2,2.6,2.7,3.4,1.1,0.4,1.9,2.2,18.6
155,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,.461,2.8,7.2,.388,3.7,7.0,.536,.560,3.8,4.7,.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7
155,Evan Fournier\fournev01,SG,28,BOS,4,0,28.8,4.0,9.5,.421,2.8,5.8,.478,1.3,3.8,.333,.566,0.8,1.0,.750,0.0,1.8,1.8,1.8,1.3,0.8,1.0,2.5,11.5
156,De'Aaron Fox\foxde01,PG,23,SAC,53,53,35.0,9.1,18.9,.479,1.9,5.7,.329,7.2,13.2,.543,.528,5.1,7.2,.705,0.5,2.9,3.4,7.1,1.4,0.5,3.1,3.0,25.0
157,Robert Franks\frankro01,PF,24,ORL,1,0,15.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,1.0,2.0,.500,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0
158,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
159,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
160,Wenyen Gabriel\gabriwe01,PF,23,NOP,9,0,4.7,0.2,1.2,.182,0.1,0.6,.200,0.1,0.7,.167,.227,0.2,0.4,.500,0.8,0.8,1.6,0.6,0.1,0.0,0.8,0.2,0.8
161,Daniel Gafford\gaffoda01,PF-C,22,TOT,35,11,12.7,2.3,3.3,.702,0.0,0.0,,2.3,3.3,.702,.702,1.0,1.5,.673,1.5,2.1,3.5,0.5,0.4,1.1,0.7,1.6,5.6
161,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,.690,0.0,0.0,,1.9,2.8,.690,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
161,Daniel Gafford\gaffoda01,C,22,WAS,4,0,15.8,5.0,6.8,.741,0.0,0.0,,5.0,6.8,.741,.741,2.0,2.8,.727,1.8,3.3,5.0,0.5,0.8,1.5,1.0,0.8,12.0
162,Danilo Gallinari\gallida01,PF,32,ATL,39,4,24.0,4.0,9.5,.425,2.1,5.2,.407,1.9,4.2,.448,.538,3.2,3.4,.933,0.3,3.8,4.1,1.4,0.6,0.2,1.0,2.1,13.4
163,Langston Galloway\gallola01,SG,29,PHO,34,0,11.1,1.7,3.6,.471,0.9,2.1,.451,0.7,1.5,.500,.603,0.5,0.5,1.000,0.1,0.9,1.0,0.7,0.2,0.0,0.3,0.7,4.8
164,Darius Garland\garlada01,PG,21,CLE,43,40,33.3,6.5,14.5,.448,1.9,4.6,.402,4.7,9.9,.469,.512,2.0,2.3,.851,0.5,1.9,2.4,5.9,1.2,0.1,3.0,2.2,16.9
165,Marc Gasol\gasolma01,C,36,LAL,43,41,19.5,1.7,4.0,.429,0.9,2.4,.371,0.8,1.5,.523,.544,0.8,1.0,.750,0.7,3.3,4.0,2.1,0.5,1.2,1.2,2.3,5.1
166,Rudy Gay\gayru01,PF,34,SAS,45,0,21.7,4.1,9.8,.413,1.7,4.3,.391,2.4,5.6,.430,.498,1.3,1.7,.787,0.8,4.2,5.0,1.5,0.8,0.5,1.1,1.9,11.1
167,Paul George\georgpa01,SF,30,LAC,42,42,33.6,8.2,17.2,.479,3.3,7.4,.441,5.0,9.8,.507,.573,3.6,4.0,.898,0.9,5.3,6.2,5.5,1.2,0.4,3.1,2.4,23.3
168,Taj Gibson\gibsota01,PF,35,NYK,28,1,20.3,1.9,3.3,.565,0.1,0.5,.214,1.8,2.8,.628,.582,1.1,1.5,.698,2.0,3.2,5.2,0.7,0.8,0.9,0.6,2.1,4.9
169,Harry Giles\gilesha01,C,22,POR,30,0,10.3,1.1,2.5,.427,0.2,0.5,.467,0.8,2.0,.417,.473,0.5,0.7,.682,1.0,3.0,3.9,0.8,0.2,0.3,0.6,1.7,2.9
170,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
171,Anthony Gill\gillan01,PF,28,WAS,17,1,5.4,0.4,1.2,.350,0.1,0.7,.167,0.3,0.5,.625,.400,0.2,0.3,.800,0.5,1.1,1.6,0.2,0.2,0.1,0.2,0.6,1.2
172,Freddie Gillespie\gillefr01,PF,23,TOR,3,0,13.0,1.7,2.7,.625,0.0,0.0,,1.7,2.7,.625,.625,0.0,0.0,,0.7,1.3,2.0,0.3,1.0,0.7,0.3,1.3,3.3
173,Rudy Gobert\goberru01,C,28,UTA,55,55,31.0,5.5,8.2,.667,0.0,0.1,.000,5.5,8.1,.672,.667,3.5,5.7,.617,3.4,10.0,13.4,1.3,0.5,2.8,1.6,2.3,14.4
174,Brandon Goodwin\goodwbr01,PG,25,ATL,36,3,12.3,1.7,4.5,.385,0.8,2.1,.355,1.0,2.4,.412,.469,0.6,0.8,.667,0.2,1.1,1.3,1.9,0.4,0.0,0.7,0.8,4.8
175,Aaron Gordon\gordoaa01,PF,25,TOT,34,34,29.0,5.0,10.7,.463,1.4,4.0,.363,3.5,6.8,.522,.530,2.3,3.6,.642,1.4,4.6,6.0,3.8,0.7,0.8,2.2,1.9,13.7
175,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,.437,1.7,4.5,.375,3.4,7.2,.475,.509,2.6,4.2,.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6
175,Aaron Gordon\gordoaa01,PF,25,DEN,9,9,27.9,4.6,8.0,.569,0.8,2.6,.304,3.8,5.4,.694,.618,1.4,2.0,.722,0.9,3.4,4.3,2.6,0.9,0.8,1.0,1.7,11.3
176,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
177,Devonte' Graham\grahade01,PG,25,CHO,43,37,29.7,4.5,11.8,.377,3.1,8.2,.374,1.4,3.6,.385,.507,2.2,2.6,.823,0.4,2.3,2.7,5.1,1.0,0.1,1.6,1.3,14.2
178,Jerami Grant\grantje01,SF,26,DET,48,48,34.4,7.4,17.3,.429,2.3,6.3,.359,5.2,11.1,.469,.494,5.4,6.3,.854,0.7,4.1,4.8,2.9,0.7,1.1,2.0,2.3,22.5
179,Danny Green\greenda02,SF,33,PHI,53,53,28.3,3.3,7.9,.421,2.6,6.3,.414,0.7,1.6,.448,.586,0.4,0.5,.724,0.8,2.9,3.7,1.7,1.3,0.9,1.1,1.8,9.7
180,Draymond Green\greendr01,PF,30,GSW,46,46,30.6,2.5,5.9,.418,0.5,2.0,.269,1.9,3.9,.494,.463,1.1,1.4,.778,0.9,5.5,6.5,8.4,1.6,0.7,2.9,3.2,6.6
181,JaMychal Green\greenja01,PF,30,DEN,41,4,18.4,2.9,6.4,.455,1.4,3.4,.397,1.6,3.0,.520,.561,0.8,1.0,.829,1.5,3.6,5.1,0.8,0.5,0.3,1.0,2.6,8.0
182,Javonte Green\greenja02,SG-PG,27,TOT,28,2,13.2,1.4,2.8,.519,0.3,0.8,.304,1.2,1.9,.611,.565,0.7,1.1,.667,0.8,1.3,2.1,0.4,0.7,0.1,0.6,1.3,3.8
182,Javonte Green\greenja02,SG,27,BOS,25,2,13.8,1.6,2.8,.549,0.3,0.9,.318,1.3,2.0,.653,.599,0.8,1.2,.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
182,Javonte Green\greenja02,PG,27,CHI,3,0,8.0,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.0,0.0,,0.7,1.3,2.0,0.3,0.7,0.7,1.0,1.0,0.7
183,Jeff Green\greenje02,C,34,BRK,50,27,26.6,3.5,7.2,.494,1.4,3.4,.415,2.1,3.7,.567,.594,1.7,2.2,.755,0.5,3.3,3.8,1.5,0.6,0.3,0.8,1.8,10.2
184,Josh Green\greenjo02,SG,20,DAL,28,5,10.1,0.9,2.1,.433,0.1,0.6,.118,0.9,1.5,.558,.450,0.3,0.5,.600,0.6,1.3,1.9,0.5,0.3,0.1,0.5,0.7,2.3
185,Blake Griffin\griffbl01,PF,31,TOT,29,21,27.5,3.6,9.3,.387,1.6,5.0,.324,2.0,4.3,.460,.474,2.0,2.8,.728,0.4,4.4,4.8,3.3,0.7,0.2,1.5,2.1,10.8
185,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
185,Blake Griffin\griffbl01,PF,31,BRK,9,1,19.0,2.6,5.2,.489,0.9,2.3,.381,1.7,2.9,.577,.574,1.7,2.1,.789,0.4,3.6,4.0,2.1,0.7,0.4,1.2,2.2,7.7
186,Kyle Guy\guyky01,PG,23,SAC,22,0,6.9,1.0,2.6,.379,0.5,1.5,.313,0.5,1.2,.462,.466,0.5,0.5,.833,0.1,0.9,1.0,0.9,0.2,0.0,0.2,0.6,2.9
187,Rui Hachimura\hachiru01,PF,22,WAS,44,44,31.6,5.3,11.2,.474,0.8,2.5,.327,4.5,8.7,.516,.510,2.4,3.1,.774,0.9,5.0,5.9,1.5,0.8,0.1,1.3,2.2,13.9
188,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
189,Tyrese Haliburton\halibty01,PG,20,SAC,48,15,30.4,5.0,10.5,.478,2.1,5.1,.410,3.0,5.5,.542,.577,0.8,0.9,.844,0.8,2.4,3.1,5.1,1.2,0.6,1.5,1.5,13.0
